"TIME","GEO","GEO_LABEL","S_ADJ","NACE_R2","SIZECLAS","ISCO08","ISCO08_LABEL","INDIC_EM","Value","Flag and Footnotes"
"2018Q4","PT3","Região Autónoma da Madeira (PT)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC6_7","Skilled agricultural, forestry and fishery workers, craft and related trades workers","Number of occupied jobs",":",""
"2018Q4","PT3","Região Autónoma da Madeira (PT)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC8_9","Plant and machine operators and assemblers, elementary occupations","Number of occupied jobs",":",""
"2018Q4","RO","Romania","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC1-3","Managers, professionals, technicians and associate professionals","Number of occupied jobs","1,863,990",""
"2018Q4","RO","Romania","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC4_5","Clerical support workers, service and sales workers","Number of occupied jobs","1,070,666",""
"2018Q4","RO","Romania","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC6_7","Skilled agricultural, forestry and fishery workers, craft and related trades workers","Number of occupied jobs","714,490",""
"2018Q4","RO","Romania","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC8_9","Plant and machine operators and assemblers, elementary occupations","Number of occupied jobs","1,210,725",""
"2018Q4","RO1","Macroregiunea unu","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC1-3","Managers, professionals, technicians and associate professionals","Number of occupied jobs","454,351",""
"2018Q4","RO1","Macroregiunea unu","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC4_5","Clerical support workers, service and sales workers","Number of occupied jobs","272,769",""
"2018Q4","RO1","Macroregiunea unu","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC6_7","Skilled agricultural, forestry and fishery workers, craft and related trades workers","Number of occupied jobs","203,931",""
"2018Q4","RO1","Macroregiunea unu","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC8_9","Plant and machine operators and assemblers, elementary occupations","Number of occupied jobs","362,888",""
"2018Q4","RO11","Nord-Vest","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC1-3","Managers, professionals, technicians and associate professionals","Number of occupied jobs","245,989",""
"2018Q4","RO11","Nord-Vest","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC4_5","Clerical support workers, service and sales workers","Number of occupied jobs","139,130",""
"2018Q4","RO11","Nord-Vest","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC6_7","Skilled agricultural, forestry and fishery workers, craft and related trades workers","Number of occupied jobs","93,896",""
"2018Q4","RO11","Nord-Vest","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC8_9","Plant and machine operators and assemblers, elementary occupations","Number of occupied jobs","187,812",""
"2018Q4","RO12","Centru","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC1-3","Managers, professionals, technicians and associate professionals","Number of occupied jobs","208,362",""
"2018Q4","RO12","Centru","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC4_5","Clerical support workers, service and sales workers","Number of occupied jobs","133,639",""
"2018Q4","RO12","Centru","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC6_7","Skilled agricultural, forestry and fishery workers, craft and related trades workers","Number of occupied jobs","110,035",""
"2018Q4","RO12","Centru","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC8_9","Plant and machine operators and assemblers, elementary occupations","Number of occupied jobs","175,076",""
"2018Q4","RO2","Macroregiunea doi","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC1-3","Managers, professionals, technicians and associate professionals","Number of occupied jobs","380,523",""
"2018Q4","RO2","Macroregiunea doi","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC4_5","Clerical support workers, service and sales workers","Number of occupied jobs","254,398",""
"2018Q4","RO2","Macroregiunea doi","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC6_7","Skilled agricultural, forestry and fishery workers, craft and related trades workers","Number of occupied jobs","163,621",""
"2018Q4","RO2","Macroregiunea doi","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC8_9","Plant and machine operators and assemblers, elementary occupations","Number of occupied jobs","258,666",""
"2018Q4","RO21","Nord-Est","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC1-3","Managers, professionals, technicians and associate professionals","Number of occupied jobs","210,838",""
"2018Q4","RO21","Nord-Est","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC4_5","Clerical support workers, service and sales workers","Number of occupied jobs","134,817",""
"2018Q4","RO21","Nord-Est","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC6_7","Skilled agricultural, forestry and fishery workers, craft and related trades workers","Number of occupied jobs","80,164",""
"2018Q4","RO21","Nord-Est","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC8_9","Plant and machine operators and assemblers, elementary occupations","Number of occupied jobs","130,717",""
"2018Q4","RO22","Sud-Est","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC1-3","Managers, professionals, technicians and associate professionals","Number of occupied jobs","169,685",""
"2018Q4","RO22","Sud-Est","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC4_5","Clerical support workers, service and sales workers","Number of occupied jobs","119,581",""
"2018Q4","RO22","Sud-Est","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC6_7","Skilled agricultural, forestry and fishery workers, craft and related trades workers","Number of occupied jobs","83,457",""
"2018Q4","RO22","Sud-Est","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC8_9","Plant and machine operators and assemblers, elementary occupations","Number of occupied jobs","127,949",""
"2018Q4","RO3","Macroregiunea trei","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC1-3","Managers, professionals, technicians and associate professionals","Number of occupied jobs","724,153",""
"2018Q4","RO3","Macroregiunea trei","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC4_5","Clerical support workers, service and sales workers","Number of occupied jobs","361,398",""
"2018Q4","RO3","Macroregiunea trei","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC6_7","Skilled agricultural, forestry and fishery workers, craft and related trades workers","Number of occupied jobs","196,640",""
"2018Q4","RO3","Macroregiunea trei","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC8_9","Plant and machine operators and assemblers, elementary occupations","Number of occupied jobs","353,307",""
"2018Q4","RO31","Sud - Muntenia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC1-3","Managers, professionals, technicians and associate professionals","Number of occupied jobs","179,056",""
"2018Q4","RO31","Sud - Muntenia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC4_5","Clerical support workers, service and sales workers","Number of occupied jobs","107,042",""
"2018Q4","RO31","Sud - Muntenia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC6_7","Skilled agricultural, forestry and fishery workers, craft and related trades workers","Number of occupied jobs","101,151",""
"2018Q4","RO31","Sud - Muntenia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC8_9","Plant and machine operators and assemblers, elementary occupations","Number of occupied jobs","169,613",""
"2018Q4","RO32","Bucuresti - Ilfov","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC1-3","Managers, professionals, technicians and associate professionals","Number of occupied jobs","545,097",""
"2018Q4","RO32","Bucuresti - Ilfov","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC4_5","Clerical support workers, service and sales workers","Number of occupied jobs","254,356",""
"2018Q4","RO32","Bucuresti - Ilfov","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC6_7","Skilled agricultural, forestry and fishery workers, craft and related trades workers","Number of occupied jobs","95,489",""
"2018Q4","RO32","Bucuresti - Ilfov","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC8_9","Plant and machine operators and assemblers, elementary occupations","Number of occupied jobs","183,694",""
"2018Q4","RO4","Macroregiunea patru","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC1-3","Managers, professionals, technicians and associate professionals","Number of occupied jobs","304,963",""
"2018Q4","RO4","Macroregiunea patru","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC4_5","Clerical support workers, service and sales workers","Number of occupied jobs","182,101",""
"2018Q4","RO4","Macroregiunea patru","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC6_7","Skilled agricultural, forestry and fishery workers, craft and related trades workers","Number of occupied jobs","150,298",""
"2018Q4","RO4","Macroregiunea patru","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC8_9","Plant and machine operators and assemblers, elementary occupations","Number of occupied jobs","235,864",""
"2018Q4","RO41","Sud-Vest Oltenia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC1-3","Managers, professionals, technicians and associate professionals","Number of occupied jobs","135,357",""
"2018Q4","RO41","Sud-Vest Oltenia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC4_5","Clerical support workers, service and sales workers","Number of occupied jobs","82,373",""
"2018Q4","RO41","Sud-Vest Oltenia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC6_7","Skilled agricultural, forestry and fishery workers, craft and related trades workers","Number of occupied jobs","73,731",""
"2018Q4","RO41","Sud-Vest Oltenia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC8_9","Plant and machine operators and assemblers, elementary occupations","Number of occupied jobs","95,640",""
"2018Q4","RO42","Vest","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC1-3","Managers, professionals, technicians and associate professionals","Number of occupied jobs","169,606",""
"2018Q4","RO42","Vest","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC4_5","Clerical support workers, service and sales workers","Number of occupied jobs","99,728",""
"2018Q4","RO42","Vest","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC6_7","Skilled agricultural, forestry and fishery workers, craft and related trades workers","Number of occupied jobs","76,567",""
"2018Q4","RO42","Vest","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC8_9","Plant and machine operators and assemblers, elementary occupations","Number of occupied jobs","140,224",""
"2018Q4","SI","Slovenia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC1-3","Managers, professionals, technicians and associate professionals","Number of occupied jobs",":",""
"2018Q4","SI","Slovenia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC4_5","Clerical support workers, service and sales workers","Number of occupied jobs",":",""
"2018Q4","SI","Slovenia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC6_7","Skilled agricultural, forestry and fishery workers, craft and related trades workers","Number of occupied jobs",":",""
"2018Q4","SI","Slovenia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC8_9","Plant and machine operators and assemblers, elementary occupations","Number of occupied jobs",":",""
"2018Q4","SK","Slovakia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC1-3","Managers, professionals, technicians and associate professionals","Number of occupied jobs",":",""
"2018Q4","SK","Slovakia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC4_5","Clerical support workers, service and sales workers","Number of occupied jobs",":",""
"2018Q4","SK","Slovakia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC6_7","Skilled agricultural, forestry and fishery workers, craft and related trades workers","Number of occupied jobs",":",""
"2018Q4","SK","Slovakia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC8_9","Plant and machine operators and assemblers, elementary occupations","Number of occupied jobs",":",""
"2018Q4","FI","Finland","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC1-3","Managers, professionals, technicians and associate professionals","Number of occupied jobs",":",""
"2018Q4","FI","Finland","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC4_5","Clerical support workers, service and sales workers","Number of occupied jobs",":",""
"2018Q4","FI","Finland","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC6_7","Skilled agricultural, forestry and fishery workers, craft and related trades workers","Number of occupied jobs",":",""
"2018Q4","FI","Finland","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC8_9","Plant and machine operators and assemblers, elementary occupations","Number of occupied jobs",":",""
"2018Q4","SE","Sweden","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC1-3","Managers, professionals, technicians and associate professionals","Number of occupied jobs",":",""
"2018Q4","SE","Sweden","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC4_5","Clerical support workers, service and sales workers","Number of occupied jobs",":",""
"2018Q4","SE","Sweden","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC6_7","Skilled agricultural, forestry and fishery workers, craft and related trades workers","Number of occupied jobs",":",""
"2018Q4","SE","Sweden","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC8_9","Plant and machine operators and assemblers, elementary occupations","Number of occupied jobs",":",""
"2018Q4","IS","Iceland","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC1-3","Managers, professionals, technicians and associate professionals","Number of occupied jobs",":",""
"2018Q4","IS","Iceland","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC4_5","Clerical support workers, service and sales workers","Number of occupied jobs",":",""
"2018Q4","IS","Iceland","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC6_7","Skilled agricultural, forestry and fishery workers, craft and related trades workers","Number of occupied jobs",":",""
"2018Q4","IS","Iceland","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC8_9","Plant and machine operators and assemblers, elementary occupations","Number of occupied jobs",":",""
"2018Q4","NO","Norway","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC1-3","Managers, professionals, technicians and associate professionals","Number of occupied jobs",":",""
"2018Q4","NO","Norway","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC4_5","Clerical support workers, service and sales workers","Number of occupied jobs",":",""
"2018Q4","NO","Norway","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC6_7","Skilled agricultural, forestry and fishery workers, craft and related trades workers","Number of occupied jobs",":",""
"2018Q4","NO","Norway","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC8_9","Plant and machine operators and assemblers, elementary occupations","Number of occupied jobs",":",""
"2018Q4","NO0","Norge","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC1-3","Managers, professionals, technicians and associate professionals","Number of occupied jobs",":",""
"2018Q4","NO0","Norge","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC4_5","Clerical support workers, service and sales workers","Number of occupied jobs",":",""
"2018Q4","NO0","Norge","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC6_7","Skilled agricultural, forestry and fishery workers, craft and related trades workers","Number of occupied jobs",":",""
"2018Q4","NO0","Norge","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC8_9","Plant and machine operators and assemblers, elementary occupations","Number of occupied jobs",":",""
"2018Q4","NO01","Oslo og Akershus (statistical region 2016)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC1-3","Managers, professionals, technicians and associate professionals","Number of occupied jobs",":",""
"2018Q4","NO01","Oslo og Akershus (statistical region 2016)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC4_5","Clerical support workers, service and sales workers","Number of occupied jobs",":",""
"2018Q4","NO01","Oslo og Akershus (statistical region 2016)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC6_7","Skilled agricultural, forestry and fishery workers, craft and related trades workers","Number of occupied jobs",":",""
"2018Q4","NO01","Oslo og Akershus (statistical region 2016)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC8_9","Plant and machine operators and assemblers, elementary occupations","Number of occupied jobs",":",""
"2018Q4","NO02","Innlandet","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC1-3","Managers, professionals, technicians and associate professionals","Number of occupied jobs",":",""
"2018Q4","NO02","Innlandet","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC4_5","Clerical support workers, service and sales workers","Number of occupied jobs",":",""
"2018Q4","NO02","Innlandet","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC6_7","Skilled agricultural, forestry and fishery workers, craft and related trades workers","Number of occupied jobs",":",""
"2018Q4","NO02","Innlandet","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC8_9","Plant and machine operators and assemblers, elementary occupations","Number of occupied jobs",":",""
"2018Q4","NO03","Sør-Østlandet (statistical region 2016)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC1-3","Managers, professionals, technicians and associate professionals","Number of occupied jobs",":",""
"2018Q4","NO03","Sør-Østlandet (statistical region 2016)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC4_5","Clerical support workers, service and sales workers","Number of occupied jobs",":",""
"2018Q4","NO03","Sør-Østlandet (statistical region 2016)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC6_7","Skilled agricultural, forestry and fishery workers, craft and related trades workers","Number of occupied jobs",":",""
"2018Q4","NO03","Sør-Østlandet (statistical region 2016)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC8_9","Plant and machine operators and assemblers, elementary occupations","Number of occupied jobs",":",""
"2018Q4","NO04","Agder og Rogaland (statistical region 2016)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC1-3","Managers, professionals, technicians and associate professionals","Number of occupied jobs",":",""
"2018Q4","NO04","Agder og Rogaland (statistical region 2016)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC4_5","Clerical support workers, service and sales workers","Number of occupied jobs",":",""
"2018Q4","NO04","Agder og Rogaland (statistical region 2016)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC6_7","Skilled agricultural, forestry and fishery workers, craft and related trades workers","Number of occupied jobs",":",""
"2018Q4","NO04","Agder og Rogaland (statistical region 2016)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC8_9","Plant and machine operators and assemblers, elementary occupations","Number of occupied jobs",":",""
"2018Q4","NO05","Vestlandet (statistical region 2016)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC1-3","Managers, professionals, technicians and associate professionals","Number of occupied jobs",":",""
"2018Q4","NO05","Vestlandet (statistical region 2016)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC4_5","Clerical support workers, service and sales workers","Number of occupied jobs",":",""
